regid,geom
f0db57de-638f-4641-b322-b3e1c92168e5,"{""type"": ""LineString"", ""coordinates"": [[-73.90370302833618, 40.63816552763523], [-73.90576994279401, 40.63668944512514]]}"
f4492d03-bd9b-45e0-a2fb-a9df8b593292,"{""type"": ""LineString"", ""coordinates"": [[-73.92786026000978, 40.776706766633026], [-73.91524314880373, 40.786065560374446]]}"
07190cd5-f88e-446f-a043-45ec3987b9e5,"{""type"": ""LineString"", ""coordinates"": [[-73.86054754257204, 40.66805003835066], [-73.85766148567201, 40.66845692706318]]}"
162efa02-d550-4f70-9e53-6359b787ef08,"{""type"": ""Point"", ""coordinates"": [-73.77600431442262, 40.79201160873033]}"
fb7834d1-f845-44e0-a3c2-f457897fa281,"{""type"": ""Point"", ""coordinates"": [-73.99156632833183, 40.72174045448569]}"
68ab9073-5613-46e5-b58f-ecd8f9a89f00,"{""type"": ""Polygon"", ""coordinates"": [[[-73.90051256166772, 40.875661418261714], [-73.90079561853781, 40.875373189368524], [-73.90104280086236, 40.87502500288222], [-73.90122229931877, 40.87472922910515], [-73.9014264405705, 40.87419153444044], [-73.90057152835652, 40.87402590744219], [-73.90043328981848, 40.8743904827676], [-73.9005923154764, 40.87466604010741], [-73.90063212951645, 40.874904773148195], [-73.90055105555804, 40.87528964062348], [-73.90042662620546, 40.87558915121549], [-73.90051256166772, 40.875661418261714]]]}"
7ae9d249-d126-480b-a806-9a3794a8fde4,"{""type"": ""Point"", ""coordinates"": [-73.89831304550172, 40.841078656752345]}"
44eb4fb1-1fd8-490e-b69b-cf70f966fe86,"{""type"": ""Point"", ""coordinates"": [-73.86579056968914, 40.843434535251625]}"
a0bf5720-6410-49f4-9e65-e6935729185e,"{""type"": ""Point"", ""coordinates"": [-73.98866057395936, 40.77148249150876]}"
ef728bc1-0117-4e17-8e56-1d62de38fb7d,"{""type"": ""Point"", ""coordinates"": [-73.89558792114259, 40.72538871016195]}"
892476f1-4a75-4cc1-b0be-b819027500de,"{""type"": ""Point"", ""coordinates"": [-73.864738997072, 40.8226969748276]}"
f30d05bf-3c70-4648-953f-e58d4f0fd0f2,"{""type"": ""Point"", ""coordinates"": [-73.90405833721162, 40.67820930652889]}"
494d9b3a-8b70-4094-ba76-247e5c503ae1,"{""type"": ""LineString"", ""coordinates"": [[-73.99594545364381, 40.75898481399634], [-73.99879932403566, 40.76016317392013]]}"
7b3ebba0-c815-4cc0-8c22-e6e0935498d5,"{""type"": ""Polygon"", ""coordinates"": [[[-74.11798596382143, 40.640530464129974], [-74.11696672439577, 40.640986367326505], [-74.11387681961061, 40.6429076394433], [-74.11369979381563, 40.6429768367717], [-74.11337256431581, 40.643046034028345], [-74.11276102066041, 40.64312337205381], [-74.11254644393922, 40.64316814665919], [-74.11242842674257, 40.64329025906663], [-74.11237478256227, 40.64371765073335], [-74.1122728586197, 40.64391709924125], [-74.1119831800461, 40.64411247679359], [-74.11150038242342, 40.64437704965072], [-74.11108732223512, 40.644543933528894], [-74.11081910133363, 40.64463755113151], [-74.10909175872804, 40.64504458265979], [-74.10855531692506, 40.64515855104286], [-74.10827636718751, 40.64519518369612], [-74.10766482353212, 40.64525216778339], [-74.10722494125368, 40.6452765895202], [-74.10610914230348, 40.64526844894225], [-74.10486459732057, 40.64530915182201], [-74.10430669784547, 40.64533357353796], [-74.1035556793213, 40.64539869807014], [-74.10313725471498, 40.64540683863219], [-74.10280466079713, 40.64536613581199], [-74.10227894783021, 40.6452603083633], [-74.10171031951906, 40.64508121537559], [-74.1010880470276, 40.64482885625898], [-74.10097002983095, 40.64478408276765], [-74.10060524940492, 40.64474744988878], [-74.0996825695038, 40.64477187181027], [-74.0990173816681, 40.644723027958364], [-74.09842729568483, 40.644657902766895], [-74.09741878509523, 40.64473116860283], [-74.09616351127626, 40.644812574992876], [-74.09576654434206, 40.64483699689055], [-74.09414649009706, 40.64516262133868], [-74.09338474273683, 40.64535799524498], [-74.09115314483644, 40.64592783253835], [-74.09012317657472, 40.64619646843203], [-74.08961892127992, 40.64631857529897], [-74.08886790275575, 40.64670117536871], [-74.08756971359254, 40.64752335107611], [-74.08638954162599, 40.6481664319459], [-74.08589601516725, 40.6483536568572], [-74.08552050590517, 40.6484106382477], [-74.08503770828248, 40.648386217657716], [-74.08437252044679, 40.64818271239382], [-74.0836000442505, 40.64791408449524], [-74.08272027969362, 40.64768615694544], [-74.08164739608766, 40.647482649546724], [-74.08064961433412, 40.64731984318095], [-74.08013463020326, 40.64717331711215], [-74.07934069633485, 40.646741877374716], [-74.07818198204042, 40.64607436134169], [-74.07779574394227, 40.645724319777806], [-74.0772593021393, 40.644959106244755], [-74.07628297805788, 40.64371358034944]]]}"
9d24df52-76d4-4c35-966d-8547e8faa4d6,"{""type"": ""LineString"", ""coordinates"": [[-73.93444776535036, 40.811665519638666], [-73.93414735794069, 40.8149175993977]]}"
3885c5ca-cd1f-4854-aaab-505c77d9fd04,"{""type"": ""Point"", ""coordinates"": [-73.93564939498903, 40.73729926331002]}"
4fbbac1c-8776-4822-8a2b-919dfc3a9575,"{""type"": ""Point"", ""coordinates"": [-73.96162390708925, 40.81479174159825]}"
1da685f0-a866-49cf-83f3-2ad8aec4a622,"{""type"": ""Point"", ""coordinates"": [-73.9697188138962, 40.749341794390425]}"
8edac695-7503-4247-b444-be0a9c394551,"{""type"": ""LineString"", ""coordinates"": [[-73.8421154022217, 40.840599772815686], [-73.85164260864259, 40.83425220465154]]}"
2ed7cd9f-a00b-498b-aba9-b3f1a6dcba08,"{""type"": ""Polygon"", ""coordinates"": [[[-73.88357162475587, 40.73385233268795], [-73.88113617897035, 40.73560833852809], [-73.87785315513612, 40.73657574787062]]]}"
671bbd93-0c11-4fe7-a2c8-b1f87d9f0c47,"{""type"": ""Point"", ""coordinates"": [-73.88027787208559, 40.74129065085522]}"
3ceaf9eb-40cc-4aea-b18d-ae00935de85d,"{""type"": ""Point"", ""coordinates"": [-73.94951105117799, 40.68045902719295]}"
d20a70d6-1d19-451a-aa24-03a09ed86901,"{""type"": ""Point"", ""coordinates"": [-73.87734889984132, 40.73920150231666]}"
1897cbc0-4abf-47d2-b57f-f109087db3b7,"{""type"": ""Point"", ""coordinates"": [-73.94154325593263, 40.83105328409093]}"
1f5a0943-e9c1-4f21-8f88-8be67d30ea93,"{""type"": ""Point"", ""coordinates"": [-74.10195708274843, 40.64242732659856]}"
df23e364-2b83-4145-bd09-f0085003861a,"{""type"": ""Point"", ""coordinates"": [-73.91083896160127, 40.67851035854054]}"
f2993670-3f98-4fd2-8362-27c8e566c767,"{""type"": ""Point"", ""coordinates"": [-73.73254716396333, 40.73731145732304]}"
f7edf873-e266-40f9-be20-c003e9849b85,"{""type"": ""Polygon"", ""coordinates"": [[[-74.07253861427309, 40.62247908057686], [-74.07696962356569, 40.6201989015707], [-74.07984495162965, 40.618676024384726], [-74.08046722412111, 40.61822811272304], [-74.08112168312074, 40.617788341988025], [-74.08467829227449, 40.61519037802682]]]}"
d0ad8d63-5472-4408-b541-f62074659025,"{""type"": ""LineString"", ""coordinates"": [[-73.9200282096863, 40.6683348607101], [-73.90700340270998, 40.670271620493054]]}"
c0e928bf-57f2-41de-9e5e-736144d37f49,"{""type"": ""Point"", ""coordinates"": [-73.94680235534906, 40.83342164771372]}"
1a63f98b-1be9-4342-94db-1a93d74113a8,"{""type"": ""Point"", ""coordinates"": [-73.96834703162314, 40.712661015829134]}"
4c55b8fc-ff63-440f-938e-1ef54d6cd926,"{""type"": ""Point"", ""coordinates"": [-73.97812485694887, 40.739998150355156]}"
31d13080-269f-4113-a6e4-cc8b66506941,"{""type"": ""Point"", ""coordinates"": [-73.94695469643922, 40.850251292175834]}"
2ac35459-1518-4e31-b286-ad921273bfce,"{""type"": ""LineString"", ""coordinates"": [[-74.09033775329591, 40.57077319542732], [-74.10192489624025, 40.55991697065172]]}"
a630fc43-d4cb-4e4e-a420-0be10c2725a7,"{""type"": ""Polygon"", ""coordinates"": [[[-73.76677751541139, 40.59146197753256], [-73.76782894134523, 40.59139680039892], [-73.76976013183595, 40.59148641894128], [-73.7725603580475, 40.59163306720605], [-73.77627253532411, 40.591404947544106], [-73.77755999565126, 40.59133977035489], [-73.7799096107483, 40.59105869299872], [-73.78069281578065, 40.59095277948555]]]}"
3249e882-f2e2-472d-a6c0-db631fc85100,"{""type"": ""LineString"", ""coordinates"": [[-73.76368761062623, 40.73286862397745], [-73.74652147293092, 40.73582783599928]]}"
fb1022a5-c09a-4dc7-a78b-f5f1000ed2e6,"{""type"": ""Point"", ""coordinates"": [-73.92625051550569, 40.8556308262503]}"
f5efe318-1328-4e7a-a3ad-cb94eb2b81da,"{""type"": ""LineString"", ""coordinates"": [[-73.87013912200929, 40.7092552518601], [-73.86855125427248, 40.70536767492135]]}"
951c5dc2-847a-445a-9f4e-793269d40d0d,"{""type"": ""LineString"", ""coordinates"": [[-73.93468103371562, 40.71721472353005], [-73.92479428555818, 40.71976824927186]]}"
ccb0c254-403f-43d7-8b18-4d262c919867,"{""type"": ""Point"", ""coordinates"": [-73.77208828926088, 40.687366374926384]}"
5f740259-7a3a-49b5-856f-8b5533d3c4cc,"{""type"": ""Point"", ""coordinates"": [-73.93484005937354, 40.85900219755183]}"
3ad78827-e40e-4657-b454-640e3082222c,"{""type"": ""Polygon"", ""coordinates"": [[[-73.90652999281885, 40.87817769145235], [-73.90627369517462, 40.87854831211318], [-73.90608839225025, 40.878477553387036], [-73.90620050020516, 40.87831179451654], [-73.90601658029483, 40.87823127567244], [-73.90609111636877, 40.878086968927605], [-73.90602175612003, 40.87805033765288], [-73.90611357986927, 40.877962767910105], [-73.90652999281885, 40.87817769145235]]]}"
d1e81ee9-1e80-476d-ac4e-d8ed0f4629d2,"{""type"": ""Point"", ""coordinates"": [-73.94292945507915, 40.83111976501541]}"
0b6ade2f-f59c-4a85-a606-b0a88dd74d0d,"{""type"": ""Point"", ""coordinates"": [-73.83127927780153, 40.71370372777467]}"
14a66376-12df-4deb-acee-21ab5f6c968b,"{""type"": ""Point"", ""coordinates"": [-73.96011114120485, 40.759045764159865]}"
